"imfcode","country","year","AMCType","AMCAnyCreated","NumAMCOpNoNA","NumAMCCountryNoNA","NumAMCCountryLagNoNA","F1","F2","F3","F4","F5"
186,"TURKEY",1981,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1982,"None",0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1983,"None",0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1984,"None",0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1985,"None",0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1986,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1987,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1988,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1989,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1990,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1991,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1992,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1993,NA,0,0,0,0,NA,NA,NA,NA,NA
186,"TURKEY",1994,"Centralised",1,1,1,0,"AMC+",NA,NA,NA,NA
186,"TURKEY",1995,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",1996,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",1997,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",1998,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",1999,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2000,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2001,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2002,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2003,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2004,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2005,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2006,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2007,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2008,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2009,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2010,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2011,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
186,"TURKEY",2012,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
193,"AUSTRALIA",1980,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1981,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1982,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1983,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1984,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1985,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1986,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1987,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1988,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1989,"None",0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1990,"None",0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1991,"None",0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1992,"None",0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1993,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",1994,"Decentralised",1,1,1,0,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",1995,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",1996,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",1997,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",1998,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",1999,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2000,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2001,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2002,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2003,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2004,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2005,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2006,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2007,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2008,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2009,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
193,"AUSTRALIA",2010,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
122,"AUSTRIA",1980,NA,0,0,0,0,NA,NA,NA,NA,NA
193,"AUSTRALIA",2011,"Decentralised",0,1,1,1,"AMC",NA,NA,NA,NA
122,"AUSTRIA",1981,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1982,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1980,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1981,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1982,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1983,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1984,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1985,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1986,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1987,"None",0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1988,"None",0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1989,"None",0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1983,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1990,"None",0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1991,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1992,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1993,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1994,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1995,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1996,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1997,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1998,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",1999,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1984,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2000,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2001,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2002,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2003,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2004,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2005,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2006,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2007,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2008,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2009,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1985,NA,0,0,0,0,NA,NA,NA,NA,NA
196,"NEW ZEALAND",2010,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1986,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1987,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1980,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1981,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1982,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1983,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1984,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1985,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1986,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1987,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1988,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1988,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1989,"None",0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1990,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1991,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1992,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1993,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1994,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1995,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1996,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1997,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1989,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1998,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",1999,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2000,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2001,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2002,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2003,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2004,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2005,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2006,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2007,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1990,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2008,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2009,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2010,NA,0,0,0,0,NA,NA,NA,NA,NA
199,"SOUTH AFRICA",2011,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1991,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1992,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1980,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1981,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1982,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1983,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1984,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1985,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1986,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1987,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1993,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1988,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1989,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1990,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1991,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1992,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1993,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1994,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1995,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1996,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1997,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1994,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1998,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",1999,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2000,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2001,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2002,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2003,"None",0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2004,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2005,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2006,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2007,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1995,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2008,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2009,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2010,NA,0,0,0,0,NA,NA,NA,NA,NA
213,"ARGENTINA",2011,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1996,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1997,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1980,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1981,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1982,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1983,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1984,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1985,NA,0,0,0,0,NA,NA,NA,NA,NA
122,"AUSTRIA",1998,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1986,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1987,"None",0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1988,"None",0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1989,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1990,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1991,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1992,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1993,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1994,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1995,"Centralised",1,1,1,0,"AMC",NA,NA,NA,NA
122,"AUSTRIA",1999,NA,0,0,0,0,NA,NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1996,"Centralised",0,1,1,1,"AMC+",NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1997,"Centralised",0,1,1,1,"?",NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1998,"Centralised",0,1,1,1,"?",NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",1999,"Centralised",0,1,1,1,"?",NA,NA,NA,NA
218,"BOLIVIA, PLURINATIONAL STATE OF",2000,"Centralised",0,1,1,1,"?",NA,NA,NA,NA
